 schemaname |            tablename             |               indexname                |                                                                              indexdef                                                                              
 public     | mdl_message_contact_requests     | mdl_messcontrequ_use_ix                | CREATE INDEX mdl_messcontrequ_use_ix ON public.mdl_message_contact_requests USING btree (userid)
 public     | mdl_message_contact_requests     | mdl_messcontrequ_usereq_uix            | CREATE UNIQUE INDEX mdl_messcontrequ_usereq_uix ON public.mdl_message_contact_requests USING btree (userid, requesteduserid)
 public     | mdl_message_contacts             | mdl_messcont_con_ix                    | CREATE INDEX mdl_messcont_con_ix ON public.mdl_message_contacts USING btree (contactid)
 public     | mdl_message_contacts             | mdl_messcont_id_pk                     | CREATE UNIQUE INDEX mdl_messcont_id_pk ON public.mdl_message_contacts USING btree (id)
 public     | mdl_message_contacts             | mdl_messcont_use_ix                    | CREATE INDEX mdl_messcont_use_ix ON public.mdl_message_contacts USING btree (userid)
 public     | mdl_message_contacts             | mdl_messcont_usecon_uix                | CREATE UNIQUE INDEX mdl_messcont_usecon_uix ON public.mdl_message_contacts USING btree (userid, contactid)
 public     | mdl_message_conversation_actions | mdl_messconvacti_con_ix                | CREATE INDEX mdl_messconvacti_con_ix ON public.mdl_message_conversation_actions USING btree (conversationid)
 public     | mdl_message_conversation_actions | mdl_messconvacti_id_pk                 | CREATE UNIQUE INDEX mdl_messconvacti_id_pk ON public.mdl_message_conversation_actions USING btree (id)
 public     | mdl_message_conversation_actions | mdl_messconvacti_use_ix                | CREATE INDEX mdl_messconvacti_use_ix ON public.mdl_message_conversation_actions USING btree (userid)
 public     | mdl_message_conversation_members | mdl_messconvmemb_con_ix                | CREATE INDEX mdl_messconvmemb_con_ix ON public.mdl_message_conversation_members USING btree (conversationid)
 public     | mdl_message_conversation_members | mdl_messconvmemb_id_pk                 | CREATE UNIQUE INDEX mdl_messconvmemb_id_pk ON public.mdl_message_conversation_members USING btree (id)
 public     | mdl_message_conversation_members | mdl_messconvmemb_use_ix                | CREATE INDEX mdl_messconvmemb_use_ix ON public.mdl_message_conversation_members USING btree (userid)
 public     | mdl_message_conversations        | mdl_messconv_comiteitecon_ix           | CREATE INDEX mdl_messconv_comiteitecon_ix ON public.mdl_message_conversations USING btree (component, itemtype, itemid, contextid)
 public     | mdl_message_conversations        | mdl_messconv_con2_ix                   | CREATE INDEX mdl_messconv_con2_ix ON public.mdl_message_conversations USING btree (contextid)
 public     | mdl_message_conversations        | mdl_messconv_con_ix                    | CREATE INDEX mdl_messconv_con_ix ON public.mdl_message_conversations USING btree (convhash)
 public     | mdl_message_conversations        | mdl_messconv_id_pk                     | CREATE UNIQUE INDEX mdl_messconv_id_pk ON public.mdl_message_conversations USING btree (id)
 public     | mdl_message_conversations        | mdl_messconv_typ_ix                    | CREATE INDEX mdl_messconv_typ_ix ON public.mdl_message_conversations USING btree (type)
 public     | mdl_message_email_messages       | mdl_messemaimess_con_ix                | CREATE INDEX mdl_messemaimess_con_ix ON public.mdl_message_email_messages USING btree (conversationid)
 public     | mdl_message_email_messages       | mdl_messemaimess_id_pk                 | CREATE UNIQUE INDEX mdl_messemaimess_id_pk ON public.mdl_message_email_messages USING btree (id)
 public     | mdl_message_email_messages       | mdl_messemaimess_mes_ix                | CREATE INDEX mdl_messemaimess_mes_ix ON public.mdl_message_email_messages USING btree (messageid)
 public     | mdl_message_email_messages       | mdl_messemaimess_use_ix                | CREATE INDEX mdl_messemaimess_use_ix ON public.mdl_message_email_messages USING btree (useridto)
 public     | mdl_message_popup                | mdl_messpopu_id_pk                     | CREATE UNIQUE INDEX mdl_messpopu_id_pk ON public.mdl_message_popup USING btree (id)
 public     | mdl_message_popup                | mdl_messpopu_isr_ix                    | CREATE INDEX mdl_messpopu_isr_ix ON public.mdl_message_popup USING btree (isread)
 public     | mdl_message_popup                | mdl_messpopu_mesisr_uix                | CREATE UNIQUE INDEX mdl_messpopu_mesisr_uix ON public.mdl_message_popup USING btree (messageid, isread)
 public     | mdl_message_popup_notifications  | mdl_messpopunoti_id_pk                 | CREATE UNIQUE INDEX mdl_messpopunoti_id_pk ON public.mdl_message_popup_notifications USING btree (id)
 public     | mdl_message_popup_notifications  | mdl_messpopunoti_not_ix                | CREATE INDEX mdl_messpopunoti_not_ix ON public.mdl_message_popup_notifications USING btree (notificationid)
 public     | mdl_message_processors           | mdl_messproc_id_pk                     | CREATE UNIQUE INDEX mdl_messproc_id_pk ON public.mdl_message_processors USING btree (id)
 public     | mdl_message_providers            | mdl_messprov_comnam_uix                | CREATE UNIQUE INDEX mdl_messprov_comnam_uix ON public.mdl_message_providers USING btree (component, name)
 public     | mdl_message_providers            | mdl_messprov_id_pk                     | CREATE UNIQUE INDEX mdl_messprov_id_pk ON public.mdl_message_providers USING btree (id)
 public     | mdl_message_read                 | mdl_messread_id_pk                     | CREATE UNIQUE INDEX mdl_messread_id_pk ON public.mdl_message_read USING btree (id)
 public     | mdl_message_read                 | mdl_messread_nottim_ix                 | CREATE INDEX mdl_messread_nottim_ix ON public.mdl_message_read USING btree (notification, timeread)
 public     | mdl_message_read                 | mdl_messread_usetimnot2_ix             | CREATE INDEX mdl_messread_usetimnot2_ix ON public.mdl_message_read USING btree (useridto, timeusertodeleted, notification)
 public     | mdl_message_read                 | mdl_messread_usetimnot_ix              | CREATE INDEX mdl_messread_usetimnot_ix ON public.mdl_message_read USING btree (useridfrom, timeuserfromdeleted, notification)
 public     | mdl_message_read                 | mdl_messread_useusetimtim_ix           | CREATE INDEX mdl_messread_useusetimtim_ix ON public.mdl_message_read USING btree (useridfrom, useridto, timeuserfromdeleted, timeusertodeleted)
 public     | mdl_message_user_actions         | mdl_messuseracti_id_pk                 | CREATE UNIQUE INDEX mdl_messuseracti_id_pk ON public.mdl_message_user_actions USING btree (id)
 public     | mdl_message_user_actions         | mdl_messuseracti_mes_ix                | CREATE INDEX mdl_messuseracti_mes_ix ON public.mdl_message_user_actions USING btree (messageid)
 public     | mdl_message_user_actions         | mdl_messuseracti_use_ix                | CREATE INDEX mdl_messuseracti_use_ix ON public.mdl_message_user_actions USING btree (userid)
 public     | mdl_message_user_actions         | mdl_messuseracti_usemesact_uix         | CREATE UNIQUE INDEX mdl_messuseracti_usemesact_uix ON public.mdl_message_user_actions USING btree (userid, messageid, action)
 public     | mdl_message_users_blocked        | mdl_messuserbloc_blo_ix                | CREATE INDEX mdl_messuserbloc_blo_ix ON public.mdl_message_users_blocked USING btree (blockeduserid)
 public     | mdl_message_users_blocked        | mdl_messuserbloc_id_pk                 | CREATE UNIQUE INDEX mdl_messuserbloc_id_pk ON public.mdl_message_users_blocked USING btree (id)
 public     | mdl_message_users_blocked        | mdl_messuserbloc_use_ix                | CREATE INDEX mdl_messuserbloc_use_ix ON public.mdl_message_users_blocked USING btree (userid)
 public     | mdl_message_users_blocked        | mdl_messuserbloc_useblo_uix            | CREATE UNIQUE INDEX mdl_messuserbloc_useblo_uix ON public.mdl_message_users_blocked USING btree (userid, blockeduserid)
 public     | mdl_messageinbound_datakeys      | mdl_messdata_han_ix                    | CREATE INDEX mdl_messdata_han_ix ON public.mdl_messageinbound_datakeys USING btree (handler)
 public     | mdl_messageinbound_datakeys      | mdl_messdata_handat_uix                | CREATE UNIQUE INDEX mdl_messdata_handat_uix ON public.mdl_messageinbound_datakeys USING btree (handler, datavalue)
 public     | mdl_messageinbound_datakeys      | mdl_messdata_id_pk                     | CREATE UNIQUE INDEX mdl_messdata_id_pk ON public.mdl_messageinbound_datakeys USING btree (id)
 public     | mdl_messageinbound_handlers      | mdl_messhand_cla_uix                   | CREATE UNIQUE INDEX mdl_messhand_cla_uix ON public.mdl_messageinbound_handlers USING btree (classname)
 public     | mdl_messageinbound_handlers      | mdl_messhand_id_pk                     | CREATE UNIQUE INDEX mdl_messhand_id_pk ON public.mdl_messageinbound_handlers USING btree (id)
 public     | mdl_messageinbound_messagelist   | mdl_messmess_id_pk                     | CREATE UNIQUE INDEX mdl_messmess_id_pk ON public.mdl_messageinbound_messagelist USING btree (id)
 public     | mdl_messageinbound_messagelist   | mdl_messmess_use_ix                    | CREATE INDEX mdl_messmess_use_ix ON public.mdl_messageinbound_messagelist USING btree (userid)
 public     | mdl_messages                     | mdl_mess_con_ix                        | CREATE INDEX mdl_mess_con_ix ON public.mdl_messages USING btree (conversationid)
 public     | mdl_messages                     | mdl_mess_contim_ix                     | CREATE INDEX mdl_mess_contim_ix ON public.mdl_messages USING btree (conversationid, timecreated)
 public     | mdl_messages                     | mdl_mess_id3_pk                        | CREATE UNIQUE INDEX mdl_mess_id3_pk ON public.mdl_messages USING btree (id)
 public     | mdl_messages                     | mdl_mess_use_ix                        | CREATE INDEX mdl_mess_use_ix ON public.mdl_messages USING btree (useridfrom)
 public     | mdl_mnet_application             | mdl_mnetappl_id_pk                     | CREATE UNIQUE INDEX mdl_mnetappl_id_pk ON public.mdl_mnet_application USING btree (id)
 public     | mdl_mnet_host                    | mdl_mnethost_app_ix                    | CREATE INDEX mdl_mnethost_app_ix ON public.mdl_mnet_host USING btree (applicationid)
 public     | mdl_mnet_host                    | mdl_mnethost_id_pk                     | CREATE UNIQUE INDEX mdl_mnethost_id_pk ON public.mdl_mnet_host USING btree (id)
 public     | mdl_mnet_host                    | mdl_mnethost_las_ix                    | CREATE INDEX mdl_mnethost_las_ix ON public.mdl_mnet_host USING btree (last_log_id)
 public     | mdl_mnet_host2service            | mdl_mnethost_hosser_uix                | CREATE UNIQUE INDEX mdl_mnethost_hosser_uix ON public.mdl_mnet_host2service USING btree (hostid, serviceid)
 public     | mdl_mnet_host2service            | mdl_mnethost_id3_pk                    | CREATE UNIQUE INDEX mdl_mnethost_id3_pk ON public.mdl_mnet_host2service USING btree (id)
 public     | mdl_mnet_log                     | mdl_mnetlog_hosusecou_ix               | CREATE INDEX mdl_mnetlog_hosusecou_ix ON public.mdl_mnet_log USING btree (hostid, userid, course)
 public     | mdl_mnet_log                     | mdl_mnetlog_id_pk                      | CREATE UNIQUE INDEX mdl_mnetlog_id_pk ON public.mdl_mnet_log USING btree (id)
 public     | mdl_mnet_remote_rpc              | mdl_mnetremorpc_id_pk                  | CREATE UNIQUE INDEX mdl_mnetremorpc_id_pk ON public.mdl_mnet_remote_rpc USING btree (id)
 public     | mdl_mnet_remote_service2rpc      | mdl_mnetremoserv_id_pk                 | CREATE UNIQUE INDEX mdl_mnetremoserv_id_pk ON public.mdl_mnet_remote_service2rpc USING btree (id)
 public     | mdl_mnet_remote_service2rpc      | mdl_mnetremoserv_rpcser_uix            | CREATE UNIQUE INDEX mdl_mnetremoserv_rpcser_uix ON public.mdl_mnet_remote_service2rpc USING btree (rpcid, serviceid)
 public     | mdl_mnet_rpc                     | mdl_mnetrpc_enaxml_ix                  | CREATE INDEX mdl_mnetrpc_enaxml_ix ON public.mdl_mnet_rpc USING btree (enabled, xmlrpcpath)
 public     | mdl_mnet_rpc                     | mdl_mnetrpc_id_pk                      | CREATE UNIQUE INDEX mdl_mnetrpc_id_pk ON public.mdl_mnet_rpc USING btree (id)
 public     | mdl_mnet_service                 | mdl_mnetserv_id_pk                     | CREATE UNIQUE INDEX mdl_mnetserv_id_pk ON public.mdl_mnet_service USING btree (id)
 public     | mdl_mnet_service2rpc             | mdl_mnetserv_id3_pk                    | CREATE UNIQUE INDEX mdl_mnetserv_id3_pk ON public.mdl_mnet_service2rpc USING btree (id)
 public     | mdl_mnet_service2rpc             | mdl_mnetserv_rpcser_uix                | CREATE UNIQUE INDEX mdl_mnetserv_rpcser_uix ON public.mdl_mnet_service2rpc USING btree (rpcid, serviceid)
 public     | mdl_mnet_session                 | mdl_mnetsess_id_pk                     | CREATE UNIQUE INDEX mdl_mnetsess_id_pk ON public.mdl_mnet_session USING btree (id)
 public     | mdl_mnet_session                 | mdl_mnetsess_mne_ix                    | CREATE INDEX mdl_mnetsess_mne_ix ON public.mdl_mnet_session USING btree (mnethostid)
 public     | mdl_mnet_session                 | mdl_mnetsess_tok_uix                   | CREATE UNIQUE INDEX mdl_mnetsess_tok_uix ON public.mdl_mnet_session USING btree (token)
 public     | mdl_mnet_session                 | mdl_mnetsess_use_ix                    | CREATE INDEX mdl_mnetsess_use_ix ON public.mdl_mnet_session USING btree (userid)
 public     | mdl_mnet_sso_access_control      | mdl_mnetssoaccecont_id_pk              | CREATE UNIQUE INDEX mdl_mnetssoaccecont_id_pk ON public.mdl_mnet_sso_access_control USING btree (id)
 public     | mdl_mnet_sso_access_control      | mdl_mnetssoaccecont_mneuse_uix         | CREATE UNIQUE INDEX mdl_mnetssoaccecont_mneuse_uix ON public.mdl_mnet_sso_access_control USING btree (mnet_host_id, username)
 public     | mdl_modules                      | mdl_modu_id_pk                         | CREATE UNIQUE INDEX mdl_modu_id_pk ON public.mdl_modules USING btree (id)
 public     | mdl_modules                      | mdl_modu_nam_ix                        | CREATE INDEX mdl_modu_nam_ix ON public.mdl_modules USING btree (name)
 public     | mdl_moodlenet_share_progress     | mdl_moodsharprog_id_pk                 | CREATE UNIQUE INDEX mdl_moodsharprog_id_pk ON public.mdl_moodlenet_share_progress USING btree (id)
 public     | mdl_my_pages                     | mdl_mypage_id_pk                       | CREATE UNIQUE INDEX mdl_mypage_id_pk ON public.mdl_my_pages USING btree (id)
 public     | mdl_my_pages                     | mdl_mypage_usepri_ix                   | CREATE INDEX mdl_mypage_usepri_ix ON public.mdl_my_pages USING btree (userid, private)
 public     | mdl_notifications                | mdl_noti_id_pk                         | CREATE UNIQUE INDEX mdl_noti_id_pk ON public.mdl_notifications USING btree (id)
